CropDays,SoilMoisture,Temperature,Humidity,Tempmax,Tempmin,Evapotranspiration,CropFactor,Waterneed,CropType
91,662,20,30,25.9,10.1,4.3956,1.15,5.05494,4
91,380,16,57,25.9,10.1,4.3956,1.15,2.78792,4
91,469,25,53,25.9,10.1,4.3956,1.15,3.440881,4
91,447,22,28,25.9,10.1,4.3956,1.15,3.279475,4
91,416,16,47,25.9,10.1,4.3956,1.15,3.052039,4
91,475,22,49,25.9,10.1,4.3956,1.15,3.484901,4
91,498,21,43,25.9,10.1,4.3956,1.15,3.653643,4
91,207,21,40,25.9,10.1,4.3956,1.15,0,4
91,338,20,57,25.9,10.1,4.3956,1.15,0,4
92,679,17,26,25,9,4.2714,1.15,4.91211,4
92,607,17,52,25,9,4.2714,1.15,4.91211,4
92,384,21,55,25,9,4.2714,1.15,2.777983,4
92,401,25,49,25,9,4.2714,1.15,2.900966,4
92,462,19,54,25,9,4.2714,1.15,3.34226,4
92,575,14,48,25,9,4.2714,1.15,4.15974,4
92,558,25,51,25,9,4.2714,1.15,4.036756,4
92,490,28,53,25,9,4.2714,1.15,3.544822,4
92,220,16,34,25,9,4.2714,1.15,0,4
92,338,27,43,25,9,4.2714,1.15,0,4
93,677,16,43,24.8,9.1,4.26519,1.15,4.9049685,4
93,615,18,39,24.8,9.1,4.26519,1.15,4.9049685,4
93,546,20,36,24.8,9.1,4.26519,1.15,3.955853,4
93,392,27,29,24.8,9.1,4.26519,1.15,2.8401,4
93,421,17,54,24.8,9.1,4.26519,1.15,3.050209,4
93,409,15,41,24.8,9.1,4.26519,1.15,2.963268,4
93,380,25,41,24.8,9.1,4.26519,1.15,2.753158,4
93,410,28,49,24.8,9.1,4.26519,1.15,2.970513,4
93,112,25,40,24.8,9.1,4.26519,1.15,0,4
93,263,23,53,24.8,9.1,4.26519,1.15,0,4
94,676,20,34,24.9,9.2,4.27761,1.15,4.9192515,4
94,621,17,33,24.9,9.2,4.27761,1.15,4.9192515,4
94,378,26,33,24.9,9.2,4.27761,1.15,2.750706,4
94,419,14,35,24.9,9.2,4.27761,1.15,3.049063,4
94,501,26,51,24.9,9.2,4.27761,1.15,3.645777,4
94,540,19,40,24.9,9.2,4.27761,1.15,3.92958,4
94,549,26,26,24.9,9.2,4.27761,1.15,3.995073,4
94,542,16,48,24.9,9.2,4.27761,1.15,3.944134,4
94,262,17,28,24.9,9.2,4.27761,1.15,0,4
94,360,19,45,24.9,9.2,4.27761,1.15,0,4
95,699,27,33,25,10.1,4.33971,1.15,4.9906665,4
95,676,18,44,25,10.1,4.33971,1.15,4.9906665,4
95,558,27,54,25,10.1,4.33971,1.15,3.983966,4
95,446,22,53,25,10.1,4.33971,1.15,3.184317,4
95,495,26,40,25,10.1,4.33971,1.15,3.534163,4
95,463,24,51,25,10.1,4.33971,1.15,3.305692,4
95,583,24,51,25,10.1,4.33971,1.15,4.162459,4
95,531,14,41,25,10.1,4.33971,1.15,3.791193,4
95,189,18,53,25,10.1,4.33971,1.15,0,4
95,120,24,54,25,10.1,4.33971,1.15,0,4
96,702,20,40,25.7,9.4,4.33971,1.15,4.9906665,4
96,688,27,37,25.7,9.4,4.33971,1.15,4.9906665,4
96,534,25,32,25.7,9.4,4.33971,1.15,3.796319,4
96,479,26,36,25.7,9.4,4.33971,1.15,3.405312,4
96,392,14,43,25.7,9.4,4.33971,1.15,2.786811,4
96,460,22,55,25.7,9.4,4.33971,1.15,3.270237,4
96,416,24,35,25.7,9.4,4.33971,1.15,2.957432,4
96,470,24,29,25.7,9.4,4.33971,1.15,3.341329,4
96,230,14,33,25.7,9.4,4.33971,1.15,0,4
96,351,25,32,25.7,9.4,4.33971,1.15,0,4
97,714,26,33,25.4,9.3,4.31487,1.15,4.9621005,4
97,709,22,51,25.4,9.3,4.31487,1.15,4.9621005,4
97,495,25,48,25.4,9.3,4.31487,1.15,3.440112,4
97,511,19,50,25.4,9.3,4.31487,1.15,3.551307,4
97,584,28,58,25.4,9.3,4.31487,1.15,4.058637,4
97,581,17,46,25.4,9.3,4.31487,1.15,4.037788,4
97,404,27,30,25.4,9.3,4.31487,1.15,2.807687,4
97,543,23,29,25.4,9.3,4.31487,1.15,3.773698,4
97,229,21,43,25.4,9.3,4.31487,1.15,0,4
97,284,18,38,25.4,9.3,4.31487,1.15,0,4
98,661,24,38,24.8,9,4.25898,1.15,4.897827,4
98,619,25,52,24.8,9,4.25898,1.15,4.897827,4
98,545,26,49,24.8,9,4.25898,1.15,4.038299,4
98,581,21,38,24.8,9,4.25898,1.15,4.305049,4
98,497,16,40,24.8,9,4.25898,1.15,3.682632,4
98,487,21,47,24.8,9,4.25898,1.15,3.608535,4
98,516,23,49,24.8,9,4.25898,1.15,3.823417,4
98,564,20,27,24.8,9,4.25898,1.15,4.179084,4
98,358,15,50,24.8,9,4.25898,1.15,0,4
98,349,14,58,24.8,9,4.25898,1.15,0,4
99,694,21,50,24.9,9.1,4.2714,1.15,4.91211,4
99,670,22,47,24.9,9.1,4.2714,1.15,4.91211,4
99,428,17,27,24.9,9.1,4.2714,1.15,3.02937,4
99,594,19,44,24.9,9.1,4.2714,1.15,4.204313,4
99,386,23,39,24.9,9.1,4.2714,1.15,2.732096,4
99,413,14,31,24.9,9.1,4.2714,1.15,2.923201,4
99,490,26,44,24.9,9.1,4.2714,1.15,3.468204,4
99,495,24,33,24.9,9.1,4.2714,1.15,3.503594,4
99,113,14,53,24.9,9.1,4.2714,1.15,0,4
99,331,21,58,24.9,9.1,4.2714,1.15,0,4
100,712,26,25,25.1,9.2,4.29003,1.15,4.9335345,4
100,607,26,28,25.1,9.2,4.29003,1.15,4.9335345,4
100,577,25,54,25.1,9.2,4.29003,1.15,3.998103,4
100,539,21,35,25.1,9.2,4.29003,1.15,3.734796,4
100,521,19,29,25.1,9.2,4.29003,1.15,0,4
100,558,23,55,25.1,9.2,4.29003,1.15,3.86645,4
100,594,27,47,25.1,9.2,4.29003,1.15,4.115898,4
100,471,21,33,25.1,9.2,4.29003,1.15,3.263616,4
100,251,23,40,25.1,9.2,4.29003,1.15,0,4
100,173,23,54,25.1,9.2,4.29003,1.15,0,4
101,719,26,42,25,9,4.2714,1.15,4.91211,4
101,612,24,34,25,9,4.2714,1.15,4.91211,4
101,394,21,31,25,9,4.2714,1.15,2.691754,4
101,420,19,31,25,9,4.2714,1.15,2.869383,4
101,453,17,52,25,9,4.2714,1.15,3.094834,4
101,495,16,57,25,9,4.2714,1.15,3.381773,4
101,433,23,31,25,9,4.2714,1.15,2.958197,4
101,379,22,40,25,9,4.2714,1.15,2.589276,4
101,102,24,41,25,9,4.2714,1.15,0,4
101,177,24,27,25,9,4.2714,1.15,0,4
102,684,21,49,26,9.3,4.35213,1.15,5.0049495,4
102,613,24,26,26,9.3,4.35213,1.15,5.0049495,4
102,595,19,53,26,9.3,4.35213,1.15,4.353721,4
102,555,19,45,26,9.3,4.35213,1.15,4.061034,4
102,560,27,53,26,9.3,4.35213,1.15,4.097619,4
102,456,27,47,26,9.3,4.35213,1.15,3.336633,4
102,483,24,57,26,9.3,4.35213,1.15,3.534197,4
102,424,15,48,26,9.3,4.35213,1.15,3.102483,4
102,107,14,57,26,9.3,4.35213,1.15,0,4
102,278,21,56,26,9.3,4.35213,1.15,0,4
103,711,18,39,25.5,9.9,4.35834,1.15,5.012091,4
103,693,21,39,25.5,9.9,4.35834,1.15,5.012091,4
103,547,16,40,25.5,9.9,4.35834,1.15,3.855997,4
103,530,25,37,25.5,9.9,4.35834,1.15,3.736158,4
103,389,15,43,25.5,9.9,4.35834,1.15,2.742199,4
103,441,26,27,25.5,9.9,4.35834,1.15,3.108765,4
103,507,23,48,25.5,9.9,4.35834,1.15,3.574023,4
103,416,27,55,25.5,9.9,4.35834,1.15,2.932531,4
103,117,14,28,25.5,9.9,4.35834,1.15,0,4
103,154,14,56,25.5,9.9,4.35834,1.15,0,4
104,719,20,32,25.6,9.5,4.33971,1.15,4.9906665,4
104,713,22,56,25.6,9.5,4.33971,1.15,4.9906665,4
104,515,14,30,25.6,9.5,4.33971,1.15,3.574678,4
104,451,20,35,25.6,9.5,4.33971,1.15,3.130446,4
104,598,24,34,25.6,9.5,4.33971,1.15,4.150791,4
104,442,26,46,25.6,9.5,4.33971,1.15,3.067976,4
104,494,26,34,25.6,9.5,4.33971,1.15,3.428914,4
104,479,15,40,25.6,9.5,4.33971,1.15,3.324797,4
104,143,28,47,25.6,9.5,4.33971,1.15,0,4
104,322,18,53,25.6,9.5,4.33971,1.15,0,4
105,700,18,31,25.6,9.1,4.31487,1.15,4.9621005,4
105,601,24,57,25.6,9.1,4.31487,1.15,4.9621005,4
105,521,21,27,25.6,9.1,4.31487,1.15,3.693221,4
105,550,17,55,25.6,9.1,4.31487,1.15,3.898793,4
105,440,25,39,25.6,9.1,4.31487,1.15,3.119035,4
105,467,16,30,25.6,9.1,4.31487,1.15,3.31043,4
105,438,28,52,25.6,9.1,4.31487,1.15,3.104857,4
105,446,15,57,25.6,9.1,4.31487,1.15,3.161567,4
105,354,22,37,25.6,9.1,4.31487,1.15,0,4
105,210,14,50,25.6,9.1,4.31487,1.15,0,4
106,697,24,37,25.9,9.6,4.36455,1.15,5.0192325,4
106,623,22,25,25.9,9.6,4.36455,1.15,5.0192325,4
106,375,19,36,25.9,9.6,4.36455,1.15,2.700448,4
106,474,21,42,25.9,9.6,4.36455,1.15,3.413366,4
106,563,16,58,25.9,9.6,4.36455,1.15,4.054272,4
106,551,26,57,25.9,9.6,4.36455,1.15,3.967858,4
106,554,18,51,25.9,9.6,4.36455,1.15,3.989462,4
106,536,24,29,25.9,9.6,4.36455,1.15,3.85984,4
106,104,23,30,25.9,9.6,4.36455,1.15,0,4
106,342,20,30,25.9,9.6,4.36455,1.15,0,4
107,718,25,47,24.9,9.5,4.29624,1.15,4.940676,4
107,702,28,37,24.9,9.5,4.29624,1.15,4.940676,4
107,387,20,37,24.9,9.5,4.29624,1.15,2.663011,4
107,557,18,31,24.9,9.5,4.29624,1.15,3.832809,4
107,495,23,31,24.9,9.5,4.29624,1.15,3.406176,4
107,567,27,47,24.9,9.5,4.29624,1.15,3.90162,4
107,462,18,32,24.9,9.5,4.29624,1.15,3.179098,4
107,457,23,57,24.9,9.5,4.29624,1.15,3.144692,4
107,368,21,56,24.9,9.5,4.29624,1.15,0,4
107,345,19,50,24.9,9.5,4.29624,1.15,0,4
108,677,24,27,26.1,9.9,4.3956,1.15,5.05494,4
108,645,27,54,26.1,9.9,4.3956,1.15,5.05494,4
108,417,23,58,26.1,9.9,4.3956,1.15,3.113604,4
108,439,17,46,26.1,9.9,4.3956,1.15,3.277871,4
108,469,21,27,26.1,9.9,4.3956,1.15,3.501871,4
108,404,28,32,26.1,9.9,4.3956,1.15,3.016537,4
108,418,20,43,26.1,9.9,4.3956,1.15,3.121071,4
108,480,20,35,26.1,9.9,4.3956,1.15,3.584005,4
108,116,22,46,26.1,9.9,4.3956,1.15,0,4
108,324,25,49,26.1,9.9,4.3956,1.15,0,4
109,694,26,43,25.4,9,4.29624,1.15,4.940676,4
109,672,26,44,25.4,9,4.29624,1.15,4.940676,4
109,444,22,51,25.4,9,4.29624,1.15,3.160894,4
109,567,23,38,25.4,9,4.29624,1.15,4.036547,4
109,563,24,37,25.4,9,4.29624,1.15,4.00807,4
109,523,20,25,25.4,9,4.29624,1.15,3.723305,4
109,391,24,44,25.4,9,4.29624,1.15,2.78358,4
109,437,19,33,25.4,9,4.29624,1.15,3.11106,4
109,234,17,41,25.4,9,4.29624,1.15,0,4
109,122,15,29,25.4,9,4.29624,1.15,0,4
110,703,28,28,25.9,10,4.38939,1.15,5.0477985,4
110,699,25,54,25.9,10,4.38939,1.15,5.0477985,4
110,498,28,37,25.9,10,4.38939,1.15,3.575823,4
110,560,22,52,25.9,10,4.38939,1.15,0,4
110,546,24,30,25.9,10,4.38939,1.15,3.920481,4
110,466,20,43,25.9,10,4.38939,1.15,3.346051,4
110,545,25,33,25.9,10,4.38939,1.15,3.9133,4
110,392,24,40,25.9,10,4.38939,1.15,2.814704,4
110,245,21,40,25.9,10,4.38939,1.15,0,4
110,213,22,39,25.9,10,4.38939,1.15,0,4
111,685,22,31,25.5,9.1,4.30866,1.15,4.954959,4
111,685,18,34,25.5,9.1,4.30866,1.15,4.954959,4
111,438,21,28,25.5,9.1,4.30866,1.15,3.16828,4
111,426,18,38,25.5,9.1,4.30866,1.15,3.081478,4
111,420,24,58,25.5,9.1,4.30866,1.15,3.038077,4
111,475,26,25,25.5,9.1,4.30866,1.15,3.43592,4
111,452,20,45,25.5,9.1,4.30866,1.15,3.26955,4
111,412,28,35,25.5,9.1,4.30866,1.15,2.980209,4
111,128,22,54,25.5,9.1,4.30866,1.15,0,4
111,178,24,50,25.5,9.1,4.30866,1.15,0,4
112,690,26,49,25.6,9.1,4.31487,1.15,4.9621005,4
112,606,20,42,25.6,9.1,4.31487,1.15,4.9621005,4
112,552,23,38,25.6,9.1,4.31487,1.15,3.96968,4
112,558,25,42,25.6,9.1,4.31487,1.15,4.012829,4
112,580,27,44,25.6,9.1,4.31487,1.15,4.171041,4
112,496,17,58,25.6,9.1,4.31487,1.15,3.566959,4
112,411,19,32,25.6,9.1,4.31487,1.15,2.955686,4
112,459,24,35,25.6,9.1,4.31487,1.15,3.300876,4
112,124,19,35,25.6,9.1,4.31487,1.15,0,4
112,177,15,57,25.6,9.1,4.31487,1.15,0,4
113,664,17,53,25.5,8.9,4.29624,1.15,4.940676,4
113,624,16,27,25.5,8.9,4.29624,1.15,4.940676,4
113,453,27,27,25.5,8.9,4.29624,1.15,3.370672,4
113,453,15,49,25.5,8.9,4.29624,1.15,3.370672,4
113,514,14,36,25.5,8.9,4.29624,1.15,3.824559,4
113,592,14,48,25.5,8.9,4.29624,1.15,4.40494,4
113,540,18,48,25.5,8.9,4.29624,1.15,4.01802,4
113,542,28,36,25.5,8.9,4.29624,1.15,4.032901,4
113,244,27,41,25.5,8.9,4.29624,1.15,0,4
113,173,26,40,25.5,8.9,4.29624,1.15,0,4
114,688,21,26,24.9,8.8,4.25277,1.15,4.8906855,4
114,609,19,40,24.9,8.8,4.25277,1.15,4.8906855,4
114,560,28,32,24.9,8.8,4.25277,1.15,3.980791,4
114,450,17,52,24.9,8.8,4.25277,1.15,3.19885,4
114,473,21,36,24.9,8.8,4.25277,1.15,3.362346,4
114,563,16,42,24.9,8.8,4.25277,1.15,4.002116,4
114,541,21,45,24.9,8.8,4.25277,1.15,3.845728,4
114,474,22,36,24.9,8.8,4.25277,1.15,3.369455,4
114,280,18,27,24.9,8.8,4.25277,1.15,0,4
114,218,22,40,24.9,8.8,4.25277,1.15,0,4
115,662,27,56,25.1,9.3,4.29624,1.15,4.940676,4
115,622,19,38,25.1,9.3,4.29624,1.15,4.940676,4
115,463,19,51,25.1,9.3,4.29624,1.15,3.455488,4
115,386,21,49,25.1,9.3,4.29624,1.15,2.880817,4
115,412,24,48,25.1,9.3,4.29624,1.15,3.074862,4
115,465,25,25,25.1,9.3,4.29624,1.15,3.470414,4
115,416,25,28,25.1,9.3,4.29624,1.15,3.104715,4
115,513,28,31,25.1,9.3,4.29624,1.15,3.828651,4
115,251,28,54,25.1,9.3,4.29624,1.15,0,4
115,353,25,46,25.1,9.3,4.29624,1.15,0,4
116,686,21,53,25.1,9.9,4.3335,1.15,4.983525,4
116,638,25,31,25.1,9.9,4.3335,1.15,4.983525,4
116,498,28,50,25.1,9.9,4.3335,1.15,3.617778,4
116,489,15,36,25.1,9.9,4.3335,1.15,3.552396,4
116,434,16,42,25.1,9.9,4.3335,1.15,3.152842,4
116,391,15,38,25.1,9.9,4.3335,1.15,2.840464,4
116,555,17,56,25.1,9.9,4.3335,1.15,4.031861,4
116,579,26,49,25.1,9.9,4.3335,1.15,4.206211,4
116,338,22,45,25.1,9.9,4.3335,1.15,0,4
116,265,27,40,25.1,9.9,4.3335,1.15,0,4
117,667,20,51,25.4,9.1,4.30245,1.15,4.9478175,4
117,654,24,53,25.4,9.1,4.30245,1.15,4.9478175,4
117,388,20,27,25.4,9.1,4.30245,1.15,2.878191,4
117,502,21,49,25.4,9.1,4.30245,1.15,3.723845,4
117,438,17,39,25.4,9.1,4.30245,1.15,3.249092,4
117,407,19,38,25.4,9.1,4.30245,1.15,3.019133,4
117,511,16,43,25.4,9.1,4.30245,1.15,3.790607,4
117,417,19,43,25.4,9.1,4.30245,1.15,3.093313,4
117,143,17,37,25.4,9.1,4.30245,1.15,0,4
117,294,23,53,25.4,9.1,4.30245,1.15,0,4
118,674,14,36,25,9.2,4.28382,1.15,4.926393,4
118,649,14,46,25,9.2,4.28382,1.15,4.926393,4
118,474,24,34,25,9.2,4.28382,1.15,3.464555,4
118,486,21,33,25,9.2,4.28382,1.15,3.552266,4
118,425,24,38,25,9.2,4.28382,1.15,3.106405,4
118,394,23,54,25,9.2,4.28382,1.15,2.87982,4
118,587,26,54,25,9.2,4.28382,1.15,4.290494,4
118,409,22,35,25,9.2,4.28382,1.15,2.989458,4
118,308,26,44,25,9.2,4.28382,1.15,0,4
118,361,22,27,25,9.2,4.28382,1.15,0,4
119,672,28,46,24.9,9.5,4.29624,1.15,4.940676,4
119,603,15,37,24.9,9.5,4.29624,1.15,4.940676,4
119,406,16,35,24.9,9.5,4.29624,1.15,2.984992,4
119,557,27,45,24.9,9.5,4.29624,1.15,4.095173,4
119,574,26,34,24.9,9.5,4.29624,1.15,4.220161,4
119,482,21,39,24.9,9.5,4.29624,1.15,3.543759,4
119,413,19,46,24.9,9.5,4.29624,1.15,3.036457,4
119,383,17,39,24.9,9.5,4.29624,1.15,2.815891,4
119,319,20,33,24.9,9.5,4.29624,1.15,0,4
119,182,22,36,24.9,9.5,4.29624,1.15,0,4
120,712,20,35,24.8,9.4,4.28382,1.15,4.926393,4
120,626,20,30,24.8,9.4,4.28382,1.15,4.926393,4
120,555,22,26,24.8,9.4,4.28382,1.15,3.840096,4
120,560,16,37,24.8,9.4,4.28382,1.15,1.232546,4
120,467,23,47,24.8,9.4,4.28382,1.15,3.231216,4
120,521,26,35,24.8,9.4,4.28382,1.15,3.604847,4
120,525,25,52,24.8,9.4,4.28382,1.15,3.632523,4
120,473,24,32,24.8,9.4,4.28382,1.15,3.27273,4
120,214,22,29,24.8,9.4,4.28382,1.15,0,4
120,137,28,58,24.8,9.4,4.28382,1.15,0,4
